Player,Pos,G,GS,MP,TRB,AST,STL,BLK,TOV,PTS,Salary
Nicolas Batum,SG,77,77,34,6.2,5.9,1.1,0.4,2.5,15.1,20869566
Nik Stauskas,SG,80,27,27.4,2.8,2.4,0.6,0.4,1.6,9.5,2993040
Noah Vonleh,PF,74,41,17.1,5.2,0.4,0.4,0.4,0.9,4.4,2751360
Norman Powell,SG,76,18,18,2.2,1.1,0.7,0.2,0.9,8.4,874636
Norris Cole,PG,13,0,9.6,0.8,1.1,0.6,0,0.5,3.3,288131
Okaro White,PF,35,0,13.5,2.3,0.6,0.3,0.3,0.5,2.8,310995
Omri Casspi,PF,36,2,17.9,3.1,1,0.6,0.1,0.8,5.2,3149524
Otto Porter,SF,80,80,32.6,6.4,1.5,1.5,0.5,0.6,13.4,5893981
Pascal Siakam,PF,55,38,15.6,3.4,0.3,0.5,0.8,0.6,4.2,1196040
Pat Connaughton,SG,39,1,8.1,1.3,0.7,0.2,0.1,0.4,2.5,874636
Patricio Garino,SG,5,0,8.6,1.4,0,0,0,0.6,0,131968
Patrick Beverley,SG,67,67,30.7,5.9,4.2,1.5,0.4,1.5,9.5,6000000
Patrick McCaw,SG,71,20,15.1,1.4,1.1,0.5,0.2,0.5,4,543471
Patrick Patterson,PF,65,8,24.6,4.5,1.2,0.6,0.4,0.6,6.8,6050000
Pau Gasol,C,64,39,25.4,7.8,2.3,0.4,1.1,1.3,12.4,15500000
Paul George,SF,75,75,35.9,6.6,3.3,1.6,0.4,2.9,23.7,18100000
Paul Millsap,PF,69,67,34,7.7,3.7,1.3,0.9,2.3,18.1,20072033
Paul Pierce*,SF,25,7,11.1,1.9,0.4,0.2,0.2,0.6,3.2,3527920
Paul Zipser,SF,44,18,19.2,2.8,0.8,0.3,0.4,0.9,5.5,750000
Pierre Jackson,PG,8,1,10.5,1.1,2.4,0.3,0,0.4,4.4,191810
Quincy Acy,PF,38,1,14.7,3,0.5,0.4,0.4,0.6,5.8,2965505
Quinn Cook,PG,14,0,13.4,0.5,1.9,0.3,0,0.9,5.6,95904
Rajon Rondo,PG,69,42,26.7,5.1,6.7,1.4,0.2,2.4,7.8,14000000
Rakeem Christmas,PF,29,0,7.6,1.9,0.1,0.1,0.2,0.3,2,1052342
Ramon Sessions,PG,50,1,16.2,1.5,2.6,0.5,0.1,0.9,6.2,6000000
Randy Foye,SG,69,40,18.6,2.2,2,0.5,0.1,1.2,5.2,2500000
Rashad Vaughn,SG,41,2,11.2,1.2,0.6,0.5,0.2,0.3,3.5,1811040
Raul Neto,PG,40,0,8.7,0.8,0.9,0.5,0.1,0.4,2.5,877800
Raymond Felton,PG,80,11,21.3,2.7,2.4,0.8,0.3,1,6.7,1551659
Reggie Bullock,SF,31,5,15.1,2.1,0.9,0.6,0.1,0.3,4.5,2255644
Reggie Jackson,PG,52,50,27.4,2.2,5.2,0.7,0.1,2.2,14.5,14956522
Reggie Williams,SF,6,0,13.2,1,0.7,0.5,0,0,4.5,193307
Richard Jefferson,SF,79,13,20.4,2.6,1,0.3,0.1,0.7,5.7,2500000
Richaun Holmes,C,57,17,20.9,5.5,1,0.7,1,1,9.8,1024000
Ricky Rubio,PG,75,75,32.9,4.1,9.1,1.7,0.1,2.6,11.1,13400000
Robert Covington,SF,67,67,31.6,6.5,1.5,1.9,1,2,12.9,1015696
Robin Lopez,C,81,81,28,6.4,1,0.2,1.4,1.1,10.4,13219250
Rodney Hood,SG,59,55,27,3.4,1.6,0.6,0.2,1.1,12.7,1406520
Rodney McGruder,SG,78,65,25.2,3.3,1.6,0.6,0.2,0.7,6.4,543471
Rodney Stuckey,PG,39,0,17.8,2.2,2.2,0.4,0,1.4,7.2,7000000
Ron Baker,SG,52,13,16.5,1.9,2.1,0.7,0.2,1.1,4.1,543471
Rondae Hollis-Jefferson,SF,78,50,22.6,5.8,2,1.1,0.6,1.5,8.7,1395600
Ronnie Price,PG,14,0,9.6,0.8,1.3,0.8,0.1,0.2,1,3251227
Roy Hibbert,C,48,13,14.2,3.2,0.4,0.2,1,0.7,4.6,5000000
Rudy Gay,SF,30,30,33.8,6.3,2.8,1.5,0.9,2.5,18.7,13333333
Rudy Gobert,C,81,81,33.9,12.8,1.2,0.6,2.6,1.8,14,2121287
Russell Westbrook,PG,81,81,34.6,10.7,10.4,1.6,0.4,5.4,31.6,26540100
Ryan Anderson,PF,72,72,29.4,4.6,0.9,0.4,0.2,0.8,13.6,18735364
Ryan Kelly,PF,16,0,6.9,1.1,0.5,0.3,0.3,0.3,1.6,713305
Salah Mejri,C,73,11,12.4,4.2,0.2,0.4,0.8,0.5,2.9,874636
Sam Dekker,PF,77,2,18.4,3.7,1,0.5,0.3,0.5,6.5,1720560
Sean Kilpatrick,SG,70,24,25.1,4,2.2,0.6,0.1,1.9,13.1,980431
Semaj Christon,PG,64,1,15.2,1.4,2,0.4,0.1,0.7,2.9,543471
Serge Ibaka,PF,79,79,30.7,6.8,0.9,0.5,1.6,1.3,14.8,12250000
Seth Curry,PG,70,42,29,2.6,2.7,1.1,0.1,1.3,12.8,2898000
Shabazz Muhammad,SF,78,1,19.4,2.8,0.4,0.3,0.1,0.7,9.9,3046299
Shabazz Napier,PG,53,2,9.7,1.2,1.3,0.6,0,0.8,4.1,1350120
Shaun Livingston,PG,76,3,17.7,2,1.8,0.5,0.3,0.8,5.1,5782450
Shawn Long,C,18,0,13,4.7,0.7,0.5,0.5,0.7,8.2,154512
Sheldon Mac,SG,30,3,9.6,1.1,0.5,0.3,0.1,0.2,3,543471
Shelvin Mack,PG,55,9,21.9,2.3,2.8,0.8,0.1,1.6,7.8,2433334
Solomon Hill,SF,80,71,29.7,3.8,1.8,0.9,0.4,1,7,11709603
Spencer Dinwiddie,PG,59,18,22.6,2.8,3.1,0.7,0.4,1.1,7.3,726672
Spencer Hawes,PF,54,1,14.8,3.5,1.5,0.3,0.6,0.9,6.2,5782450
Stanley Johnson,SF,77,1,17.8,2.5,1.4,0.7,0.3,0.9,4.4,2969880
Stephen Curry,PG,79,79,33.4,4.5,6.6,1.8,0.2,3,25.3,12112359
Stephen Zimmerman,C,19,0,5.7,1.8,0.2,0.1,0.3,0.2,1.2,950000
Steve Novak,PF,8,0,2.8,0.4,0,0,0,0,0.6,1551659
Steven Adams,C,80,80,29.9,7.7,1.1,1.1,1,1.8,11.3,3140517
Taj Gibson,PF,78,71,25.5,6.2,0.9,0.5,0.8,1.3,10.8,8950000
Tarik Black,C,67,16,16.3,5.1,0.6,0.4,0.7,0.9,5.7,6191000
Taurean Prince,SF,59,10,16.6,2.7,0.9,0.7,0.5,1,5.7,2318280
Terrence Jones,PF,54,12,23.5,5.7,1.1,0.7,1,0.9,10.8,1207194
Terrence Ross,SF,78,24,25.1,2.6,1.1,1.1,0.4,0.9,11,10000000
Terry Rozier,PG,74,0,17.1,3.1,1.8,0.6,0.1,0.6,5.5,1906440
Thabo Sefolosha,SF,62,42,25.7,4.4,1.7,1.5,0.5,0.9,7.2,4000000
Thaddeus Young,PF,74,74,30.2,6.1,1.6,1.5,0.4,1.3,11,12078652
Thomas Robinson,PF,48,1,11.7,4.6,0.6,0.5,0.2,1,5,1050961
Thon Maker,C,57,34,9.9,2,0.4,0.2,0.5,0.3,4,2568600
Tiago Splitter,C,8,0,9.5,2.8,0.5,0.1,0.1,0.8,4.9,8250000
Tim Frazier,PG,65,35,23.5,2.7,5.2,0.9,0.1,1.6,7.1,2090000
Tim Quarterman,SG,16,0,5,0.9,0.7,0.1,0.2,0.7,1.9,543471
Timofey Mozgov,C,54,52,20.4,4.9,0.8,0.3,0.6,1.3,7.4,16000000
Tobias Harris,PF,82,48,31.3,5.1,1.7,0.7,0.5,1.2,16.1,17200000
Toney Douglas,PG,24,0,16.4,2.5,2.3,0.8,0.2,0.9,4.9,564868
Tony Allen,SG,71,66,27,5.5,1.4,1.6,0.4,1.4,9.1,5000000
Tony Parker,PG,63,63,25.2,1.8,4.5,0.5,0,1.4,10.1,14445313
Tony Snell,SG,80,80,29.2,3.1,1.2,0.7,0.2,0.7,8.5,2368327
Treveon Graham,SG,27,1,7,0.8,0.2,0.2,0,0.1,2.1,543471
Trevor Ariza,SF,80,80,34.7,5.7,2.2,1.8,0.3,0.9,11.7,7800000
Trevor Booker,PF,71,43,24.7,8,1.9,1.1,0.4,1.8,10,9250000
Trey Burke,PG,57,0,12.3,0.8,1.8,0.2,0.1,0.8,5,3386597
Trey Lyles,PF,71,4,16.3,3.3,1,0.4,0.3,0.9,6.2,2340600
Tristan Thompson,C,78,78,29.9,9.2,1,0.5,1.1,0.8,8.1,15330435
Troy Daniels,SG,67,3,17.7,1.5,0.7,0.3,0.1,0.7,8.2,3332940
Troy Williams,SF,30,16,18.6,2.3,0.8,0.9,0.3,1.1,6.2,652165
Ty Lawson,PG,69,24,25.1,2.6,4.8,1.1,0.1,1.9,9.9,1315448
Tyler Ennis,PG,53,2,11.1,0.8,1.6,0.5,0,0.8,4.3,1733880
Tyler Johnson,PG,73,0,29.8,4,3.2,1.2,0.6,1.2,13.7,5628000
Tyler Ulis,PG,61,15,18.4,1.6,3.7,0.8,0.1,1.3,7.3,918369
Tyler Zeller,C,51,5,10.3,2.4,0.8,0.1,0.4,0.4,3.5,8000000
Tyreke Evans,SF,40,6,19.7,3.4,3.1,0.9,0.2,1.5,10.3,10203755
Tyson Chandler,C,47,46,27.6,11.5,0.6,0.7,0.5,1.4,8.4,12415000
Tyus Jones,PG,60,0,12.9,1.1,2.6,0.8,0.1,0.6,3.5,1339680
Udonis Haslem,C,16,0,8.1,2.3,0.4,0.4,0.1,0.5,1.9,4000000
Victor Oladipo,SG,67,67,33.2,4.3,2.6,1.2,0.3,1.8,15.9,6552960
Vince Carter,SF,73,15,24.6,3.1,1.8,0.8,0.5,0.7,8,4264057
Wade Baldwin,PG,33,1,12.3,1.4,1.8,0.5,0.2,1.2,3.2,1793760
Wayne Ellington,SG,62,13,24.2,2.1,1.1,0.6,0.1,0.5,10.5,6000000
Wayne Selden,SG,14,5,16.9,1.1,0.9,0.4,0.1,0.9,5.1,115087
Wesley Johnson,SF,68,3,11.9,2.7,0.3,0.4,0.4,0.3,2.7,5628000
Wesley Matthews,SG,73,73,34.2,3.5,2.9,1.1,0.2,1.4,13.5,17145838
Will Barton,SG,60,19,28.4,4.3,3.4,0.8,0.5,1.6,13.7,3533333
Willie Cauley-Stein,C,75,21,18.9,4.5,1.1,0.7,0.6,0.9,8.1,3551160
Wilson Chandler,SF,71,33,30.9,6.5,2,0.7,0.4,1.6,15.7,11233146
Yogi Ferrell,PG,46,29,26,2.4,3.7,0.9,0.2,1.5,10,409300
Zach LaVine,SG,47,47,37.2,3.4,3,0.9,0.2,1.8,18.9,2240880
Zach Randolph,PF,73,5,24.5,8.2,1.7,0.5,0.1,1.4,14.1,10000000
Zaza Pachulia,C,70,70,18.1,5.9,1.9,0.8,0.5,1.2,6.1,2898000
