Player,Pos,G,GS,MP,TRB,AST,STL,BLK,TOV,PTS,Salary
Emmanuel Mudiay,PG,54,2,15.7,2.3,2.1,0.4,0.2,1.4,7.3,1737145
Mychal Mulder,SF,7,3,29.1,3.3,1.1,0.3,0.1,0.7,11,187782
Dejounte Murray,PG,66,58,25.6,5.8,4.1,1.7,0.3,1.9,10.9,2321735
Jamal Murray,PG,59,59,32.3,4,4.8,1.1,0.3,2.2,18.5,4444746
Mike Muscala,C,47,2,12.2,2.3,0.9,0.2,0.3,0.4,4.8,2028594
Sviatoslav Mykhailiuk,SF,56,27,22.6,1.9,1.9,0.7,0.1,1.1,9,1416852
Abdel Nader,SF,55,6,15.8,1.8,0.7,0.4,0.4,0.8,6.3,1618520
Shabazz Napier,PG,56,32,24,2.8,4.7,1.2,0.2,2.3,10.3,1845301
Raul Neto,PG,54,3,12.4,1.1,1.8,0.4,0.1,0.9,5.1,1737145
Malik Newman,SG,1,0,4,0,0,0,0,1,2,65978
Georges Niang,PF,66,1,14,1.9,0.7,0.3,0.1,0.5,5.9,1645357
Joakim Noah,C,5,0,10,3.2,1.4,0.2,0.2,1.2,2.8,381360
Nerlens Noel,C,61,7,18.5,4.9,0.9,1,1.5,1.1,7.4,1882867
Jaylen Nowell,SG,15,0,10.1,0.9,1.3,0.2,0.1,0.2,3.8,1400000
Frank Ntilikina,PG,57,26,20.8,2.1,3,0.9,0.3,1.2,6.3,4855800
Kendrick Nunn,PG,67,67,29.3,2.7,3.3,0.8,0.2,1.7,15.3,1416852
David Nwaba,SF,20,0,13.4,2.3,0.4,0.6,0.6,0.4,5.2,903111
Royce O'Neale,SF,71,62,28.9,5.5,2.5,0.8,0.5,0.9,6.3,1618520
Kyle O'Quinn,C,29,2,10.8,4,1.8,0.2,0.8,0.7,3.5,2174318
Semi Ojeleye,PF,69,6,14.7,2.1,0.5,0.3,0.1,0.3,3.4,1618520
Jahlil Okafor,C,30,9,15.6,4.2,1.2,0.2,0.7,1.3,8.1,1702486
Elie Okobo,PG,55,3,13.1,1.6,2.1,0.4,0.1,0.7,4,1416852
Josh Okogie,SG,62,28,25,4.3,1.6,1.1,0.4,1.4,8.6,2530680
KZ Okpala,PF,5,0,5.2,1,0.2,0.4,0.2,0.2,1.4,898310
Victor Oladipo,SG,19,16,27.8,3.9,2.9,0.9,0.2,2.5,14.5,21000000
Kelly Olynyk,C,67,9,19.4,4.6,1.7,0.7,0.3,1.1,8.2,12667885
Miye Oni,SF,10,1,10.9,1.7,0.4,0.4,0.2,0.4,3.5,898310
Cedi Osman,SF,65,65,29.4,3.6,2.4,0.8,0.2,1.4,11,2907143
Tariq Owens,PF,3,0,5,1,0,0.3,0,0,1.3,79568
Jabari Parker,PF,38,23,24.1,5.6,1.8,1.2,0.4,1.7,14,6500000
Eric Paschall,PF,60,26,27.6,4.6,2.1,0.5,0.2,1.6,14,898310
Patrick Patterson,PF,59,18,13.2,2.6,0.7,0.1,0.1,0.4,4.9,2331593
Justin Patton,C,5,0,4.8,1,0.4,0,0,0.4,1.8,483115
Chris Paul,PG,70,70,31.5,5,6.7,1.6,0.2,2.3,17.6,38506482
Cameron Payne,SG,8,0,22.9,3.9,3,1,0.3,1.4,10.9,196288
Elfrid Payton,PG,45,36,27.7,4.7,7.2,1.6,0.4,2.1,10,8000000
Gary Payton II,SF,29,17,14.9,2.8,1.7,1.1,0.2,0.7,3.9,1052909
Norvel Pelle,C,24,0,9.7,3,0.3,0.1,1.3,0.8,2.4,350189
Theo Pinson,SG,33,0,11.1,1.6,1.7,0.5,0.1,1,3.6,1445697
Mason Plumlee,C,61,1,17.3,5.2,2.5,0.5,0.6,1.3,7.2,14041096
Jakob Poeltl,C,66,18,17.7,5.7,1.8,0.6,1.4,0.8,5.6,3754885
Vincent Poirier,C,22,0,5.9,2,0.4,0.1,0.4,0.4,1.9,2505793
Jordan Poole,SG,57,14,22.4,2.1,2.4,0.6,0.2,1.3,8.8,1964760
Otto Porter,SF,14,9,23.6,3.4,1.8,1.1,0.4,0.8,11.9,27250576
Bobby Portis,PF,66,5,21.1,5.1,1.5,0.5,0.3,1.1,10.1,15000000
Dwight Powell,C,40,37,26.5,5.7,1.5,0.9,0.6,0.9,9.4,10259375
Norman Powell,SG,52,26,28.4,3.7,1.8,1.2,0.4,1.5,16,10116576
Taurean Prince,PF,64,61,29,6,1.8,0.9,0.4,2,12.1,3481985
Chasson Randle,PG,3,0,13.3,0.7,1.7,0.7,0,0,1.7,91557
Julius Randle,PF,64,64,32.5,9.7,3.1,0.8,0.3,3,19.5,18000000
Josh Reaves,SF,4,0,7,0.8,0.8,0,0,0,2,79568
Cam Reddish,SF,58,34,26.7,3.7,1.5,1.1,0.5,1.7,10.5,4245720
Naz Reid,C,30,11,16.5,4.1,1.2,0.6,0.7,0.7,9,898310
Josh Richardson,SG,55,53,30.8,3.2,2.9,0.9,0.7,1.9,13.7,10116576
Austin Rivers,SG,68,4,23.4,2.6,1.7,0.7,0.1,0.7,8.8,2174310
Andre Roberson,SF,7,0,12.4,3.9,0.6,0.1,0.4,0.3,2.9,10740740
Duncan Robinson,SG,73,68,29.7,3.2,1.4,0.5,0.3,1,13.5,1416852
Glenn Robinson III,SF,62,52,28.8,4.4,1.5,0.9,0.3,0.9,11.7,1882867
Jerome Robinson,SG,63,6,15.5,2,1.4,0.4,0.3,0.8,5.1,3567720
Mitchell Robinson,C,61,7,23.1,7,0.6,0.9,2,0.6,9.7,1559712
Isaiah Roby,PF,3,0,3.7,0.7,0,0,0,0.3,0,1500000
Rajon Rondo,PG,48,3,20.5,3,5,0.8,0,1.9,7.1,2564753
Derrick Rose,PG,50,15,26,2.4,5.6,0.8,0.3,2.5,18.1,7317074
Terrence Ross,SG,69,0,27.4,3.2,1.2,1.1,0.3,1,14.7,12500000
Terry Rozier,PG,63,63,34.3,4.4,4.1,1,0.2,2.2,18,19894737
Ricky Rubio,PG,65,65,31,4.7,8.8,1.4,0.2,2.7,13,16200000
D'Angelo Russell,PG,45,45,32.3,3.9,6.3,1.1,0.3,3.3,23.1,27285000
Domantas Sabonis,PF,62,62,34.8,12.4,5,0.8,0.5,2.7,18.5,3529554
JaKarr Sampson,PF,34,12,13.9,2.6,0.6,0.5,0.4,0.4,4.6,1737145
Admiral Schofield,PF,33,2,11.2,1.4,0.5,0.2,0.1,0.2,3,1000000
Mike Scott,PF,68,11,17.8,3.6,0.8,0.3,0.1,0.4,6,4767000
Thabo Sefolosha,PF,41,0,10.6,2.3,0.6,0.6,0.3,0.4,2.2,2564753
Collin Sexton,PG,65,65,33,3.1,3,1,0.1,2.4,20.8,4764960
Landry Shamet,SG,53,30,27.4,1.9,1.9,0.4,0.2,0.8,9.3,1995120
Marial Shayok,SG,4,0,7,1.8,0.3,0,0.3,0.8,2.8,79568
Pascal Siakam,PF,60,60,35.2,7.3,3.5,1,0.9,2.5,22.9,2351838
Chris Silva,PF,44,0,7.9,2.9,0.5,0.2,0.5,0.7,3,466918
Ben Simmons,PG,57,57,35.4,7.8,8,2.1,0.6,3.5,16.4,8113929
Anfernee Simons,SG,70,4,20.7,2.2,1.4,0.4,0.1,0.9,8.3,2149560
Marcus Smart,SG,60,40,32,3.8,4.9,1.7,0.5,1.7,12.9,12553571
Zhaire Smith,SF,7,0,4.6,0.3,0.3,0.4,0,0.3,1.1,3058800
Tony Snell,SF,59,57,27.8,1.9,2.2,0.5,0.3,0.5,8,11392857
Omari Spellman,C,49,3,18.1,4.5,1,0.7,0.5,1.1,7.6,1897800
Max Strus,SF,2,0,3,0.5,0,0,0,0,2.5,79568
Edmond Sumner,SG,31,3,14.4,1.5,1.8,0.5,0.3,0.7,4.9,2000000
Caleb Swanigan,PF-C,27,1,10.7,3.7,1.1,0.1,0.3,1.4,2.4,2033160
Jayson Tatum,PF,66,66,34.3,7,3,1.4,0.9,2.3,23.4,7830000
Jeff Teague,PG,59,17,24.8,2.4,5.2,0.7,0.3,2,10.9,19000000
Garrett Temple,SG,62,35,27.9,3.5,2.5,0.8,0.5,1,10.3,4767000
Daniel Theis,C,65,64,24.1,6.6,1.7,0.6,1.3,0.8,9.2,5000000
Khyri Thomas,SG,8,0,7.6,0.1,0.4,0.4,0,0.4,2.1,1416852
Matt Thomas,SG,41,1,10.7,1.5,0.5,0.2,0,0.4,4.9,898310
Tristan Thompson,PF,57,51,30.2,10.1,2.1,0.6,0.9,1.8,12,18539130
Sindarius Thornwell,SF,2,0,17.5,2,2,0.5,0.5,1,8,183115
Matisse Thybulle,SG,65,14,19.8,1.6,1.2,1.4,0.7,0.8,4.7,2582160
Anthony Tolliver,PF,55,13,15.9,2.8,0.8,0.3,0.2,0.6,3.6,434704
Juan Toscano-Anderson,SG,13,6,20.9,4,2,1,0.4,1.2,5.3,350189
Karl-Anthony Towns,C,35,35,33.9,10.8,4.4,0.9,1.2,3.1,26.5,27285000
Rayjon Tucker,SG,20,0,8.1,1,0.3,0.1,0.1,0.4,3.1,578573
Evan Turner,SG,19,0,13.2,2,2,0.5,0.4,1.4,3.3,18606556
Myles Turner,C,62,62,29.5,6.6,1.2,0.7,2.1,1.4,12.1,18000000
Denzel Valentine,SF,36,5,13.6,2.1,1.2,0.7,0.2,0.7,6.8,3377568
Jarred Vanderbilt,PF,11,0,4.2,0.8,0.2,0.3,0.1,0.6,1.1,1416852
Fred VanVleet,SG,54,54,35.7,3.8,6.6,1.9,0.3,2.2,17.6,9346153
Gabe Vincent,PG,9,0,9.2,0.6,0.7,0.6,0,0.1,2.4,79568
Noah Vonleh,C,36,1,10.5,3.4,0.8,0.3,0.2,0.6,3.7,2000000
Dean Wade,PF,12,0,5.9,1.6,0.2,0.2,0.3,0.3,1.7,375000
Moritz Wagner,C,45,5,18.6,4.9,1.2,0.6,0.4,1.5,8.7,2063520
Dion Waiters,SG,10,0,20.7,2.4,2,0.4,0.6,1.6,11.1,375385
Kemba Walker,PG,56,56,31.1,3.9,4.8,0.9,0.5,2.1,20.4,32742000
Lonnie Walker,SG,61,12,16.2,2.3,1.1,0.5,0.2,0.7,6.4,2764200
Derrick Walton,PG,26,1,9.5,0.6,1,0.3,0,0.2,2,81678
Brad Wanamaker,PG,71,1,19.3,2,2.5,0.9,0.2,1.1,6.9,1445697
Yuta Watanabe,SF,18,0,5.8,1.1,0.3,0.3,0.1,0.1,2,79568
Tremont Waters,PG,11,1,10.8,1.1,1.5,0.9,0.2,1.4,3.6,79568
Paul Watson,SF,10,0,8.7,1.7,0.8,0.4,0.1,0.3,3.1,79568
Quinndary Weatherspoon,SG,11,0,7.1,0.6,1,0.3,0.1,0.5,1.1,79568
Russell Westbrook,PG,57,57,35.9,7.9,7,1.6,0.4,4.5,27.2,38506482
Coby White,PG,65,1,25.8,3.5,2.7,0.8,0.1,1.7,13.2,5307120
Derrick White,SG,68,20,24.7,3.3,3.5,0.6,0.9,1.3,11.3,1948080
Hassan Whiteside,C,67,61,30,13.5,1.2,0.4,2.9,1.8,15.5,27093018
Andrew Wiggins,SF,54,54,34.4,5.1,3.7,0.8,1,2.4,21.8,27504630
Grant Williams,PF,69,5,15.1,2.6,1,0.4,0.5,0.7,3.4,2379840
Johnathan Williams,PF,15,6,12,4.3,0.5,0.1,0.5,0.3,3,161245
Kenrich Williams,PF,39,18,21.3,4.8,1.5,0.7,0.5,0.6,3.5,1416852
Marvin Williams,PF,58,1,19.5,3.2,1,0.6,0.5,0.6,5.9,604278
Robert Williams,C,29,1,13.4,4.4,0.9,0.8,1.2,0.7,5.2,1937520
Nigel Williams-Goss,PG,10,0,5,0.6,0.6,0.3,0.1,0.3,1.4,1500000
Zion Williamson,PF,24,24,27.8,6.3,2.1,0.7,0.4,2.5,22.5,9757440
Justise Winslow,SG,11,5,32,6.6,4,0.6,0.5,2.2,11.3,13000000
Christian Wood,PF,62,12,21.4,6.3,1,0.5,0.9,1.4,13.1,1645357
Delon Wright,PG,73,5,21.5,3.8,3.3,1.2,0.3,1,6.9,9473684
Justin Wright-Foreman,PG,4,0,11.3,1.3,1.8,0.5,0,0.8,4.8,79568
Thaddeus Young,PF,64,16,24.9,4.9,1.8,1.4,0.4,1.6,10.3,12900000
Trae Young,PG,60,60,35.3,4.3,9.3,1.1,0.1,4.8,29.6,6273000
Cody Zeller,C,58,39,23.1,7.1,1.5,0.7,0.4,1.3,11.1,14471910
Tyler Zeller,C,2,0,2,2,0,0,0,0,1,245686
Ivica Zubac,C,72,70,18.4,7.5,1.1,0.2,0.9,0.8,8.3,6481482
